Epocs,softmax_lr_avg,softmax_lr_median,softmax_lr_std,softmax_lr_var,softmax_lr_max,softmax_lr_min,sgd_avg,sgd_median,sgd_std,sgd_var,sgd_max,sgd_min,sgd_lr_avg,sgd_lr_median,sgd_lr_std,sgd_lr_var,sgd_lr_max,sgd_lr_min
62,3.7234111676304975,3.7197937965393066,0.03000093582705932,0.0009000561504993314,3.8151803016662598,3.6299030780792236,3.3812344474081666,3.37880802154541,0.03133788980388094,0.0009820633373601852,3.595907211303711,3.298910140991211,3.3812344474081666,3.37880802154541,0.03133788980388094,0.0009820633373601852,3.595907211303711,3.298910140991211
63,3.727586019113197,3.723335027694702,0.030916735999224343,0.0009558445648457345,3.8139333724975586,3.6275887489318848,3.3780035069270165,3.374553680419922,0.03125775057155831,0.0009770469707937538,3.5902349948883057,3.29347562789917,3.3780035069270165,3.374553680419922,0.03125775057155831,0.0009770469707937538,3.5902349948883057,3.29347562789917
64,3.734194721494402,3.730254650115967,0.031793449201363407,0.0010108234121196753,3.812203884124756,3.620398759841919,3.3745244734035515,3.3710477352142334,0.03132013219702108,0.0009809506808388763,3.5864830017089844,3.2881577014923096,3.3745244734035515,3.3710477352142334,0.03132013219702108,0.0009809506808388763,3.5864830017089844,3.2881577014923096
65,3.7312013392122636,3.7268238067626953,0.03086567978320923,0.0009526901884796109,3.8092474937438965,3.608689785003662,3.3711993960860354,3.3687283992767334,0.03146063631839525,0.0009897716375583299,3.5849761962890625,3.2829689979553223,3.3711993960860354,3.3687283992767334,0.03146063631839525,0.0009897716375583299,3.5849761962890625,3.2829689979553223
66,3.7385197070814806,3.7342467308044434,0.03177018384726707,0.0010093445816891492,3.811379909515381,3.608264684677124,3.3677069459642683,3.3643271923065186,0.03150448242704889,0.0009925324129962324,3.582622766494751,3.279202461242676,3.3677069459642683,3.3643271923065186,0.03150448242704889,0.0009925324129962324,3.582622766494751,3.279202461242676
67,3.741392645036212,3.7356085777282715,0.03299781637732547,0.001088855885671689,3.830327033996582,3.61513614654541,3.364389188541389,3.3615450859069824,0.031517154839117406,0.0009933310491529017,3.579712390899658,3.2763867378234863,3.364389188541389,3.3615450859069824,0.031517154839117406,0.0009933310491529017,3.579712390899658,3.2763867378234863
68,3.7932323476542598,3.7648818492889404,0.09323921375366329,0.008693550981401312,4.129608631134033,3.6117923259735107,3.3609576358558226,3.3573033809661865,0.03165354351588087,0.001001946817111764,3.5779805183410645,3.2726659774780273,3.3609576358558226,3.3573033809661865,0.03165354351588087,0.001001946817111764,3.5779805183410645,3.2726659774780273
69,3.786564929144723,3.755980968475342,0.09362534089465366,0.008765704457640107,4.16027307510376,3.615511655807495,3.357489959053371,3.3551974296569824,0.031570743511993314,0.0009967118459000678,3.57414174079895,3.269789457321167,3.357489959053371,3.3551974296569824,0.031570743511993314,0.0009967118459000678,3.57414174079895,3.269789457321167
70,3.8477067547555297,3.7926406860351562,0.16876868326253086,0.028482868450168466,4.482541084289551,3.6321537494659424,3.354510402087099,3.3511362075805664,0.0319597468713917,0.0010214254200834314,3.574080228805542,3.2648510932922363,3.354510402087099,3.3511362075805664,0.0319597468713917,0.0010214254200834314,3.574080228805542,3.2648510932922363
71,3.9391385961023175,3.7850654125213623,0.47267992237693196,0.22342630901826244,6.494151592254639,3.640547275543213,3.351350754684543,3.3495616912841797,0.03204086550640947,0.0010266170623998204,3.578449249267578,3.265070915222168,3.351350754684543,3.3495616912841797,0.03204086550640947,0.0010266170623998204,3.578449249267578,3.265070915222168
72,39.35287616267708,41.41242599487305,16.17767223604691,261.717078976963,62.64039993286133,5.439329147338867,3.348129121413142,3.3452420234680176,0.03208738442200011,0.0010296002390452156,3.5723133087158203,3.2618420124053955,3.348129121413142,3.3452420234680176,0.03208738442200011,0.0010296002390452156,3.5723133087158203,3.2618420124053955
73,12.371126468137184,9.629866600036621,8.349357431159978,69.71176951326635,33.55937576293945,4.238320827484131,3.3442773715309473,3.340890884399414,0.0323144486310369,0.0010442235903279226,3.5726048946380615,3.254672050476074,3.3442773715309473,3.340890884399414,0.0323144486310369,0.0010442235903279226,3.5726048946380615,3.254672050476074
74,3.873717895946147,3.7853310108184814,0.22127670939502772,0.048963382120691554,4.535638332366943,3.6398112773895264,3.3414318043252695,3.3395183086395264,0.03193681199111924,0.0010199599601560974,3.5688087940216064,3.2527668476104736,3.3414318043252695,3.3395183086395264,0.03193681199111924,0.0010199599601560974,3.5688087940216064,3.2527668476104736
75,3.7127496366915493,3.7102251052856445,0.028323846075947703,0.000802240256533978,3.818704128265381,3.6380231380462646,3.3379779113745838,3.3358731269836426,0.032143603470924646,0.001033211244096039,3.5663886070251465,3.2478301525115967,3.3379779113745838,3.3358731269836426,0.032143603470924646,0.001033211244096039,3.5663886070251465,3.2478301525115967
76,3.7152869434830564,3.711623430252075,0.029080676670107154,0.0008456857555913144,3.8158106803894043,3.6410984992980957,3.3351494421870074,3.3316092491149902,0.032479252779445626,0.0010549018611111264,3.5683858394622803,3.2467117309570312,3.3351494421870074,3.3316092491149902,0.032479252779445626,0.0010549018611111264,3.5683858394622803,3.2467117309570312
77,3.717427853471744,3.7133989334106445,0.029062962711559517,0.000844655801573499,3.812854051589966,3.6355881690979004,3.3310801020320158,3.33035945892334,0.03206722457111553,0.0010283068916943556,3.5584514141082764,3.242818832397461,3.3310801020320158,3.33035945892334,0.03206722457111553,0.0010283068916943556,3.5584514141082764,3.242818832397461
78,3.722110244798364,3.718644618988037,0.029256835661191215,0.0008559624329059501,3.8143534660339355,3.63179612159729,3.3276703520591213,3.3255455493927,0.032288566073084154,0.001042551499055921,3.5611422061920166,3.2367544174194336,3.3276703520591213,3.3255455493927,0.032288566073084154,0.001042551499055921,3.5611422061920166,3.2367544174194336
79,3.7251137961512026,3.722069263458252,0.03015032880523086,0.0009090423270635338,3.805048704147339,3.620633125305176,3.3241860851738023,3.32196307182312,0.03226994557862424,0.0010413493876473702,3.5545589923858643,3.237199068069458,3.3241860851738023,3.32196307182312,0.03226994557862424,0.0010413493876473702,3.5545589923858643,3.237199068069458
80,3.727546215057373,3.724540948867798,0.030583038387551467,0.0009353222370144465,3.8018202781677246,3.6080052852630615,3.320463001357843,3.319058656692505,0.03272845130019421,0.001071151524509184,3.554891347885132,3.231187105178833,3.320463001357843,3.319058656692505,0.03272845130019421,0.001071151524509184,3.554891347885132,3.231187105178833
81,3.727926651143139,3.724311351776123,0.03051257110906022,0.0009310169956854566,3.804509401321411,3.6122570037841797,3.3164274366746036,3.3131356239318848,0.032101189962106064,0.001030486396983219,3.5497961044311523,3.227367401123047,3.3164274366746036,3.3131356239318848,0.032101189962106064,0.001030486396983219,3.5497961044311523,3.227367401123047
82,3.7307383584680025,3.728945016860962,0.03037500977849326,0.0009226412190435612,3.804309844970703,3.6144235134124756,3.3127666556316875,3.31145977973938,0.03240041338494098,0.0010497867875150623,3.5451576709747314,3.2270586490631104,3.3127666556316875,3.31145977973938,0.03240041338494098,0.0010497867875150623,3.5451576709747314,3.2270586490631104
